,Train_Loss,Valid_Loss
1,108.98695391230285,2.081046039238572
2,30.737973319366574,1.4313411717303097
3,22.617579815443605,0.6125419910531491
4,19.436219611670822,0.524833724135533
5,17.5156839909032,0.5654067914292682
6,17.780719075351954,0.4750092654430773
7,16.55155779281631,0.5429992679564748
8,17.261921751545742,0.4040309761185199
9,17.147149448050186,0.4766432813630672
10,17.245747947366908,0.4175629698729608
11,16.771432749927044,0.38113603734382195
12,18.0793080360163,0.43431006562605035
13,15.830425317632034,0.39557929275542847
14,17.12897098599933,0.46431391492660623
15,16.663638394558802,0.4518005956924753
16,15.993202893296257,0.45456632570858346
17,16.286082327133045,0.44215032309875824
18,15.941191907506436,0.4142233464954188
19,15.707765369210392,0.3766603611220489
20,15.229967405553907,0.37476284358126577
21,15.27945351821836,0.3949111543770414
22,14.80076665407978,0.40140180168964434
23,15.717916850931942,0.33044945746223675
24,14.9246941418387,0.43415261291738716
25,14.356280877487734,0.4104563993350894
26,16.124887691345066,0.4093565806397237
27,15.088430760195479,0.34190642229805235
28,14.922035702737048,0.37340942352602724
29,15.142468144651502,0.38111870430293493
30,15.40161618590355,0.47287320968462154
31,15.851531410356984,0.3835419597926375
32,15.348783055087551,0.42185747870462365
33,14.539785750908777,0.3637561594005092
34,14.643447406007908,0.3634971216961276
35,,
36,,
37,,
38,,
39,,
40,,
